ID,numgames,totalwinnings,name,year,occ,loc,studentflag
6800,1,600,Patsy Chrysson,2010,computer programmer,"Winston-Salem, North Carolina",
6801,3,61200,Phil Bucska,2010,high school history teacher,"Woodhaven, Michigan",
8839,1,5800,Bridget O'Donnell,2014,law-enforcement specialist,"Burlington, Vermont",
8838,1,799,John Coulter,2014,creative director,"Henderson, Nevada",
8835,1,5600,Armen Terjimanian,2013,web content producer,"Troy, Michigan",
8834,1,400,Alexis Browsh,2013,teacher and tutor,"Bryn Mawr, Pennsylvania",
8837,1,6800,Alyson Murray,2013,server,"Boston, Massachusetts",
8836,1,5,Reggie Austin,2013,actor,"Culver City, California",
8831,1,14600,Avram Polinsky,2013,customer service analyst,"Columbia, Maryland",
8830,1,600,Kathy Cacace,2013,online editor,"Brooklyn, New York",
8833,1,-200,Genevieve LeClerc,2013,graduate student and sales manager,"Lake Forest Park, Washington",
8832,6,139194,Jerry Slowik,2013,writer,"Arlington Heights, Illinois",
7678,1,11500,Anne Rozek,2012,junior at Eastern Illinois University,"Perry, Illinois",TRUE
7679,2,25598,Jaime Alayon,2012,sophomore at the George Washington University,"Miami, Florida",TRUE
7676,2,57600,Weston Mangin,2012,freshman at Cal Poly San Luis Obispo,"Arroyo Grande, California",TRUE
7677,2,38000,Connie Shi,2012,junior at the University of Michigan,"Okemos, Michigan",TRUE
7675,1,1,Charlie Rooney,2012,sophomore at Loyola University Chicago,"Minneapolis, Minnesota",TRUE
7672,2,44000,Danny Parra,2012,sportscaster,"Miami, Florida",
7673,1,21400,Kate Jeracki,2012,newspaper staff writer,"Fort Collins, Colorado",
7670,1,15000,Ellen Ciompi,2012,surgical nurse,"Durham, North Carolina",
7671,4,118404,Patrick Morrison,2012,student of Slavic Studies,"Northville, Michigan",
1758,4,54800,Vinnie Iyer,1998,journalism student,"Ballwin, Missouri",
1757,1,3700,Diane Graft,1998,paralegal,"Alexandria, Virginia",
1756,4,32800,Corey Burke,1998,stage carpenter,"Goshen, Connecticut",
1755,1,3900,Jenne Bergstrom,2001,library science student,"Julian, California",
1754,1,6799,Anthony Alford,2001,software engineer,"Raleigh, North Carolina",
1753,3,67203,Bruce Janger,2003,retired attorney,"Santa Monica, California",
1752,1,3199,Mark Hughes,2003,college English professor,"Philadelphia, Pennsylvania",
1751,10,214000,Brian Weikle,2003,project manager,"Minneapolis, Minnesota",
1750,1,600,Marianne Matte,2003,freelance graphic designer,"Steep Falls, Maine",
1285,9,163791,Bill MacDonald,2005,attorney,"Bonita Springs, Florida",
1284,10,101010,Claudia Perry,1997,pop music critic,"San Jose, California",
1287,1,11000,Kurt Bodden,1997,industrial designer,"San Francisco, California",
1286,1,5000,Jeanne McDougall,2005,communications consultant,"San Diego, California",
1281,1,4600,Mario Zaragoza,1996,writer,"Chicago, Illinois",
1280,2,45200,Michael Cramer,2005,graduate student,"Virginia Beach, Virginia",
1283,1,5000,Jody Hart,1997,engineer,"San Clemente, California",
1282,2,22402,Cindy Giddle,1996,community college professor,"Philadelphia, Pennsylvania",
1289,1,800,Scott Zimmerman,2005,high school director,"West Grove, Pennsylvania",
1288,1,13100,Nancy Senter,1997,medical administrator,"Los Angeles, California",
8765,1,700,Sarah Orman,2013,travel planner,"Shoreview, Minnesota",
8764,1,13200,Kellie Herson,2013,Ph.D. student and teaching assistant,"Green Bay, Wisconsin",
8767,1,3599,Vimal Murthy,2013,burn and wound surgeon,"Redondo Beach, California",
8766,1,1600,Adam Johnston,2013,project manager,"Mechanicsville, Maryland",
689,5,71005,Kate Waits,1987,law professor at the University of Tulsa,"Tulsa, Oklahoma",
8760,1,12011,Ramsin Toma,2013,enrollment consultant,"Ashburn, Virginia",
8763,1,14400,Evan Voorn,2013,student teacher,"Fort Worth, Texas",
8762,6,85866,Rani Peffer,2013,corporate finance manager,"Crittenden, Kentucky",
685,1,9750,Dan Fuller,1984,tennis coach,"New Philadelphia, Ohio",
684,2,22600,Eric Grove,1984,elementary school teacher,"Los Angeles, California",
687,3,57000,Ed Osawa,1984,student,"Torrance, California",
686,2,22000,Mary Bowers,1984,public relations coordinator,"San Jose, California",
681,2,1800,Lynn Strather,1984,technical editor,"Hazleton, Pennsylvania",
680,1,100,Craig Hendricks,1984,history teacher,"Long Beach, California",
683,1,550,Clare Delaman,1984,credit manager,"Huntington Beach, California",
682,1,50,Richard Willing,1984,newspaper reporter,"Detroit, Michigan",
8053,1,1800,Colin Bodels,2012,creative director and branding consultant,"Drexel Hill, Pennsylvania",
8503,1,0,Mike Petrina,1986,vice president of legislative relations,"Arlington, Virginia",
8057,11,220011,Colby Burnett,2012,high school world history teacher,"Chicago, Illinois",
8504,1,4000,Kathy Collins,1986,attorney,"Des Moines, Iowa",
5629,3,62400,Randy Harris,2003,estate and trust attorney,"Madison, New Jersey",
5628,1,-600,Sherry Harley,2003,library assistant,"Cambridge, Massachusetts",
5627,1,22373,Jimmy Ogden,2003,software project manager,"Austin, Texas",
5626,1,0,Joanne Daley,2003,public defender,"New York City, New York",
5625,1,-200,Ben Dufour,2003,credit specialist,"Old Orchard Beach, Maine",
5624,1,2700,Jason Affourtit,2003,research scientist,"New Haven, Connecticut",
5623,1,1,Laurie Zorn,2003,computer programmer,"Bremerton, Washington",
5622,7,142100,Max Levaren,2003,personal success coach,"San Diego, California",
5621,1,3000,Rob O'Leary,2003,educational development specialist,"Springfield, Massachusetts",
5620,4,64000,Anthony Trifilio,2002,construction worker,"Brooklyn, New York",
8497,1,2100,Judy Pinder,1994,teacher,"Fair Lawn, New Jersey",
8496,1,1,Peter Blatman,1994,computer consultant,"San Francisco, California",
8499,1,4400,Joel Hart,2013,college admissions officer,"Los Angeles, California",
8498,1,12000,Richard Rasmussen,1994,probation officer,"Walnut Creek, California",
5995,1,4799,Julio Alvarez,2009,sixth-grade teacher,"Roseville, California",
5994,1,11600,Pat Miller,2009,accounts payable clerk,"Jacksonville, Florida",
5997,1,5,Larry Sullivan,2009,high school assistant principal,"Fairfield, Connecticut",
5996,3,1797,Jean Cui,2009,student,"Garden City, New York",
5991,1,10699,Helen Springut,2009,entertainment executive,"Los Angeles, California",
5990,1,32000,Justin Klos,2009,legislative staffer,"Camp Hill, Pennsylvania",
5993,1,9000,Benny Meyers,2009,courier,"Skokie, Illinois",
5992,1,7599,Megan Lindley,2009,health scientist,"Atlanta, Georgia",
5999,1,3199,Andrew Swan,2009,eighth grade English teacher,"Watertown, Massachusetts",
4677,2,59998,Hunter Brown,2008,senior,"Wheaton, Illinois",TRUE
6781,1,3500,Marv Pe�a,2010,video game lawyer,"Redwood City, California",
6780,4,129604,Morgan Saxby,2010,research associate,"Charlottesville, Virginia",
6783,1,4799,Sarah Sumadi,2010,director of volunteers at a community center,"Chicago, Illinois",
6782,1,338,Jack Aponte,2010,non-profit technology consultant,"Brooklyn, New York",
6785,1,1,Debbie Russell,2010,retired high school teacher,"Mayodan, North Carolina",
6784,1,9100,Amanda Lahan,2010,account manager,"Washington, D.C",
6787,2,42402,Arthur Christy,2010,forensic scientist,"Suffolk, Virginia",
6786,1,15402,Andrew Sidden,2010,bartender,"Miami Beach, Florida",
6789,2,32000,Ian Silverman,2010,high school social studies teacher,"San Diego, California",
6788,1,300,Charlotte Hotchkiss,2010,laboratory animal veterinarian,"Shoreline, Washington",
7498,1,19700,Stuart Wald,1992,law student,"New Orleans, Louisiana",
245,1,7200,Kerri Regan,2005,senior,"Bethpage, New York",TRUE
244,5,54000,Brian Moore,1994,Ph.D. candidate,"Pearland, Texas",
247,2,45996,Ruvani Fonseka,2005,junior,"Grosse Pointe, Michigan",TRUE
246,2,52000,Steve Golden,2005,junior,"Brookeville, Maryland",TRUE
241,5,108000,Michael Braun,2005,junior,"Silver Spring, Maryland",TRUE
240,1,5800,Vanamali Compton,2005,junior,"Clarkdale, Arizona",TRUE
243,9,88200,Rachael Schwartz,1993,attorney,"Bedminster, New Jersey",
242,3,16050,Kurt Bray,1994,scientist,"Oceanside, California",
249,1,2800,Allan Long,2005,freshman,"Tallahassee, Florida",TRUE
248,1,7100,Whitney Prince,2005,sophomore,"Maryville, Tennessee",TRUE
2888,1,0,Allie Pape,2002,sophomore,"Ponte Vedra, Florida",TRUE
2889,2,0,Andy Kravis,2002,freshman,"Farmington Hills, Michigan",TRUE
3690,2,27000,Hayley Clatterbuck,2007,junior,the University of Nebraska-Lincoln,TRUE
3693,1,3100,Rick Schweitzer,2000,attorney,"Alexandria, Virginia",
3694,2,7200,Melissa Gaul,2000,quality assurance manager,"Shoreview, Minnesota",
3695,1,3800,Daniel Ellis,2000,graduate student,"New Orleans, Louisiana",
3696,1,2200,Stephanie Overby,2000,online journalist,"Boston, Massachusetts",
3697,2,49998,Pete Troyan,2007,senior,the University of Michigan,TRUE
2156,1,0,Kristin Lawhead,2001,multimedia artist,"New Orleans, Louisiana",
3526,1,0,Amy Choyke,2002,attorney,"Pearland, Texas",
3527,2,0,Kevin Friloux,2002,stockbroker,"Houston, Texas",
3524,1,0,Becky Powell,2002,graduate student,"Knoxville, Tennessee",
3525,1,0,Rich Clarey,2002,film student,"Petaluma, California",
3522,1,0,Summer Douglass,2002,journalist,"Lima, Ohio",
3523,1,0,Joe Miazgowicz,2002,hockey referee supervisor and computer network specialist,"Encinitas, California",
3520,1,23200,Mary Mindel,2002,homemaker,"Webster Groves, Missouri",
3521,4,92804,Ben Bass,2002,attorney,"Chicago, Illinois",
1501,2,27998,Marcus Jackson,2006,software engineer,"Washington, D.C",
3528,3,0,Julie Moncrieff,2002,office manager,"Chicago, Illinois",
3529,1,0,Patrick Brannan,2002,senior manager,"Takoma Park, Maryland",
2150,1,14000,John Perez,2006,Air Force officer,"Chicago, Illinois",
2699,1,300,Mick Malicki,1997,attorney,"La Grange Park, Illinois",
2698,1,400,Eric Grunden,1997,high school teacher,"Gainesville, Florida",
2697,1,5399,Seth McElvaney,1997,graduate student,"Raleigh, North Carolina",
2696,3,19800,Liz Klausky,1997,registered nurse,"Port Orange, Florida",
2695,2,8800,John Hammond,1997,marketing director,"New Orleans, Louisiana",
2694,1,50,Charlotte Travieso,1997,management consultant,"Washington, D.C",
2693,1,5001,Mike Davison,1997,TV producer,"Studio City, California",
2692,2,11100,Brian Hamill,1997,chemical engineer,"Nahant, Massachusetts",
2691,1,2500,Eileen Davenport,1997,graduate student,"Chicago, Illinois",
2690,1,19400,Liz Channon,2006,copy editor,"Newport News, Virginia",
2151,2,41600,Chris Knight,2006,copywriter,"Birmingham, Alabama",
2152,1,0,Amy Rosenfeld,1999,environmental policy specialist,"Washington, D.C",
2153,1,-1100,Earl Smith,1999,state fraud manager,"Detroit, Michigan",
4534,1,100,Jess Holloway,2001,artist,"Seattle, Washington",
1142,10,144000,Eddie Timanus,1999,sports reporter,"Arlington, Virginia",
1141,16,172784,Bob Verini,11990,film journalist and test prep teacher,"Los Angeles, California",
1146,1,-400,Pranita Ramakrishnan,2005,,"Centreville, Virginia",
1147,1,7800,Maria Canavan,1996,audiologist,"Warwick, New York",
1144,1,20399,Andrew Vogl,2005,,"Yonkers, New York",
1145,1,20401,Madeline Suchard,2005,,"Placentia, California",
1148,1,4301,Tisa Lawless,1996,pathologist's assistant,"Long Lake, Minnesota",
1149,1,1000,Dylan Smith,2005,,"the Bronx, New York",
7199,1,16001,Milind Kulkarni,2011,assistant professor,"West Lafayette, Indiana",
7198,1,3999,Daniel Cohen,2011,actor,"Astoria, New York",
7193,1,16000,Erin Beach,2011,graduate student of English,"Bradenton, Florida",
7192,1,5300,Phyllis McDonald,1986,homemaker,"Kentfield, California",
7191,2,20000,Frank Hughes,1986,account executive,"Torrance, California",
7190,1,100,Judy Kilbane Koch,1986,attorney,"Cleveland, Ohio",
7197,1,3147,Sean Priest,2011,high school vice principal,"San Francisco, California",
7196,1,7705,Rachel LeCroy,2011,customer service representative,"Raleigh, North Carolina",
7195,1,14200,Keagan Baker,2011,bank teller and substitute teacher,"La Porte, Texas",
7194,5,80005,Paul Wampler,2011,web programmer,"Knoxville, Tennessee",
11,1,1,Kollin Min,2004,attorney,"Seattle, Washington",
10,1,6000,Bill Scheller,2004,writer,"Waterville, Vermont",
2969,1,4600,Jody Callahan,2006,journalist,"Memphis, Tennessee",
13,1,3999,Dana Dolan,2004,writer and editor,"Atlanta, Georgia",
8538,1,0,Mary Frances Smith,1987,homemaker,"Memphis, Tennessee",
8539,1,0,Jim Crawford,1987,letter carrier,"Seal Beach, California",
8028,3,45597,Glenn Fleishman,2012,technology journalist,"Seattle, Washington",
8029,1,11199,Matt Oldani,2012,manager of bear foundations,"St. Louis, Missouri",
8530,1,2200,Lance Lawson,1987,product manager,"Moline, Illinois",
8023,2,32000,Meredith Lowmaster,2012,medical research technician,"Quincy, Massachusetts",
8532,1,5000,LeeAnn Plona,2003,7th grade teacher,"Woburn, Massachusetts",
8533,2,22400,Hunter Sandison,2013,camera operator,"Los Angeles, California",
8534,1,5000,Karen O'Donnell,2013,website manager,"Washington, D.C",
8535,1,-300,Irwin Moskowitz,1987,marketing manager,"Pittsburgh, Pennsylvania",
8536,1,3600,Alice Kelly,2013,orthopedic nurse,"Towson, Maryland",
8025,1,199,Hilary Hultman-Lee,2012,mom and tutor,"Sterling, Virginia",
7441,1,17100,Jerry Hou,2011,freelance orchestra conductor,"Rochester, New York",
7440,1,18799,Janet Vigen Levy,2011,communications professional,"St. Louis, Missouri",
7443,1,17600,Tom Vaughan,2011,plastic surgeon,"Cape Elizabeth, Maine",
7442,1,3400,Karawan Meade,2011,mom and tutor,"Wakefield, Massachusetts",
7445,1,22400,Zac Youngblood,2011,truck driver,"Austin, Texas",
7444,1,15100,Christine Janson,2011,freelance writer and editor,"Frederick, Maryland",
7447,1,4800,Al Cotton,1990,word processing supervisor,"Atlanta, Georgia",
7446,1,16200,Maria Boyland,2011,social studies and English teacher,"Rockaway Park, New York",
7449,1,3201,Samer Ismail,2011,content manager,"McKinney, Texas",
7448,2,60000,Brian McEntee,2011,academic advisor,"Arlington, Virginia",
16,1,5000,David Fishbach,2004,consulting program manager,"Watertown, Massachusetts",
19,1,10601,John Cook,2004,urban planner,"Corona del Mar, California",
18,1,300,Elaine Skopelja,2004,medical librarian,"Carmel, Indiana",
8186,11,220011,Colby Burnett,2012,high school world history teacher,"Chicago, Illinois",
4282,1,1,Michael Boisson,2007,artist,"New York, New York",
4283,1,4200,Barbara Frascelli,2007,housewife and mother,"Staten Island, New York",
4280,4,81600,Shad Small,2007,office assistant,"Lafayette, California",
4281,2,40800,Linda Zell Randall,2007,attorney,"Naples, Florida",
4286,1,2,Darren Bates,2000,senior at UC San Diego,"Sherman Oaks, California",TRUE
4287,1,2500,Marcail Moran,2000,sophomore at Hollins University,"New Orleans, Louisiana",TRUE
4284,1,500,Clare Willis,2007,law student,"Chicago, Illinois",
4285,6,55800,Janet Wong,2000,senior at Drew University,"Eatontown, New Jersey",TRUE
4288,5,160005,Nick Swezey,2007,publisher,"Washington, D.C",
4289,1,4000,Lee Ann Farmer,2007,executive assistant,"Redondo Beach, California",
380,1,13400,Lorrie Farrely,1984,elementary school teacher,"Orange, California",
381,3,22803,Paul Boymel,1985,civil rights attorney,"Potomac, Maryland",
382,7,105000,Andrew Garen,2000,associate director of consumer marketing,"Austin, Texas",
383,8,105608,Ed Schiffer,1993,attorney,"San Francisco, California",
384,1,8,Brian Keliher,1997,museum educator,"San Diego, California",
385,13,166400,Dan Melia,1997,professor,"San Francisco, California",
386,3,49203,Patrick Friel,1997,teaching assistant,"Philadelphia, Pennsylvania",
387,10,105000,Grace Veach,1997,librarian,"Lakeland, Florida",
388,3,67203,Keith Williams,2003,sophomore at Middlebury College,"Middlebury, Vermont",TRUE
389,2,12000,John LeDonne,1991,bookstore manager,"Concord, New Hampshire",
4758,2,16398,Sara Boretz,2008,prospect research coordinator,"Upland, California",
4759,1,0,John Byrne,2008,student affairs director,"Watertown, Massachusetts",
4750,1,10000,Janet O'Keefe,2008,librarian,"Flint, Michigan",
4751,1,799,Kyung Ro,2008,operations manager,"Gaithersburg, Maryland",
4752,1,4100,Jeff Sadler,2008,beer merchandiser,"Springfield, Missouri",
4753,1,16,Alison York,2008,project manager,"Fairbanks, Alaska",
4754,3,60000,Lisa Schumaker,2008,medical research assistant,"Silver Spring, Maryland",
4755,1,4801,John Martellaro,2008,public relations and marketing consultant,"Lenexa, Kansas",
4756,1,7800,Becky Vartabedian,2008,adjunct professor and graduate student,"Denver, Colorado",
4757,1,16399,Ben Hunt,2008,educational programs coordinator,"Chicago, Illinois",
5872,1,1000,Kendra Chapman,2003,sophomore,"Louisville, Kentucky",TRUE
5873,4,134404,Dan Smith,2009,student,"Chicago, Illinois",
5870,4,93600,Anthony Valente,2003,senior,"Staten Island, New York",TRUE
5871,1,300,Lizz Mullowney,2003,senior,"Crystal Lake, Illinois",TRUE
5876,1,12000,Annette Meier,2009,high school science teacher,"Nederland, Texas",
5877,1,500,Tanya Hayes,2009,auction house manager,"New York, New York",
5874,1,8800,Bing Luke,2009,tax lawyer,"Harlem, New York",
5875,1,16600,Lane Galloway,2009,software development director,"Seattle, Washington",
5878,1,7600,Kathy Gillespie Hennelly,2009,business technology teacher,"Cinnaminson, New Jersey",
5879,1,10001,Matt Cushman,2009,paintings conservator,"North Adams, Massachusetts",
3759,4,34000,Bob Ryan,2000,certified public accountant,"Gig Harbor, Washington",
3758,1,16799,John Lisiewicz,2007,assistant manager,"Los Angeles, California",
3751,1,1,Nicole Burnham Onsi,2000,freelance writer,"Hopkinton, Massachusetts",
3750,1,5000,Cathleen Warren,2000,marketing coordinator,"Burlington, Vermont",
3753,1,1899,Jonathan Earle,2000,college teacher,"Lawrence, Kansas",
3752,1,3600,Chris Coad,2000,graphic designer,"Jersey City, New Jersey",
3755,2,34400,Sara Westrick Schomig,2007,strategic information officer,"Annapolis, Maryland",
3754,1,12300,Diana Hechler,2000,tour operator,"Larchmont, New York",
3757,2,43202,Martin Hughes,2007,sociology professor,"Indiana, Pennsylvania",
4633,2,13000,Ellen Kellogg,1999,research analyst,"New York City, New York",
4632,1,1999,Greg Sabin,1999,musician,"Sacramento, California",
4631,1,1600,Catherine Arnold,1999,Ph.D. student,"Chapel Hill, North Carolina",
2193,1,1,Caroline Walsh,1999,advertising executive,"Yorba Linda, California",
4637,2,11600,Erin Weller,1999,history teacher,"Evanston, Illinois",
4636,1,1,Dana Watrud,1999,language teacher,"Eugene, Oregon",
4635,1,7000,Kathleen Kinney,1999,publications editor,"Venice, California",
4634,2,16002,Steve Latourette,1999,3-D animator,"Arlington, Virginia",
2198,1,9100,Todd Jones,2001,publishing sales representative,"West Nyack, New York",
2199,1,16700,Mike Rohan,2001,attorney,"Orland Park, Illinois",
4639,2,21600,Robin McCreery,1999,claims representative,"Coos Bay, Oregon",
4638,1,2,Michael Skeldon,1999,graduate student,"Northridge, California",
2046,1,7600,Jeanne Kirk,2001,IT manager,"Hackettstown, New Jersey",
2044,4,18396,Ulhas Rajurkar,2001,human resources specialist,"Lorton, Virginia",
2045,1,16600,Jay Smith,2001,student,"Knoxville, Tennessee",
168,2,12000,Jonathan Fellows,1987,legislative assistant,"Bellevue, Washington",
169,16,172784,Bob Verini,11990,playwright/actor,"New York, New York",
164,2,20000,Frank Hughes,1986,account executive,"Torrance, California",
165,3,25800,Michael Galvin,1987,student,"Shaker Heights, Ohio",
166,8,31200,Eugene Finerman,1987,writer,"Chicago, Illinois",
167,2,0,Keith Bell,101990,personnel specialist,"Alexandria, Virginia",
160,1,1599,John Podhoretz,1987,writer,"Washington, D.C",
161,12,175212,Dave Traini,121990,teacher,"Medford Lakes, New Jersey",
162,6,120000,Aaron Thompson,2004,executive assistant,"Washington, D.C",
163,8,62400,Richard Cordray,1987,judicial clerk,"Grove City, Ohio",
2040,2,3202,Ellen Rourke,2001,high school social studies teacher,"Chicago, Illinois",
2041,2,16200,Sharon Forsher,2001,character interpreter coach,"Williamsburg, Virginia",
6194,4,76800,Nina Ginocchio,2009,school librarian,"Park Ridge, Illinois",
6195,1,2400,Tyrone Rogers,2009,bank teller,"Camp Springs, Maryland",
6196,1,-200,Michael Huntington,2009,waiter,"Kansas City, Missouri",
6197,1,14800,Tiffiny Fisher,2009,data analyst,"Beaverton, Oregon",
6190,2,4400,Emily Heaney,2009,freelance costume designer,"White Bear Lake, Minnesota",
6191,1,2199,Srikanth Sivashankaran,2009,test prep instructor,"Cleveland, Ohio",
6192,1,2200,Kelani Chan,2009,investment relations associate,"Washington, D.C",
6198,1,18000,Mike Scott,2002,eleven-year-old,"Lake Villa, Illinois",TRUE
6199,1,18000,David McIntyre,2002,twelve-year-old,"Riverside, California",TRUE
2734,1,1700,Sarah Workman,1988,history teacher,"Pomona, California",
2735,1,500,Mary Ann Meyers,1988,homemaker,"Clearwater, Florida",
2736,1,4600,Pete Peterson,1988,chemist,"Richlandtown, Pennsylvania",
2737,1,2999,Todd Leopold,1988,student,"New Orleans, Louisiana",
2730,1,3999,Jessie Robertson,2003,eleven-year-old,"Hudson Oaks, Texas",TRUE
2731,1,150,Chris Palmquist,2003,eleven-year-old,"Stanton, Iowa",TRUE
2732,1,5,Robin Hoffmann,1988,magazine promotion manager,"Peoria, Illinois",
2733,9,99000,Leah Greenwald,1988,architect,"Cambridge, Massachusetts",
2738,1,0,Jim Stevenson,1988,musician,"San Diego, California",
2739,1,5399,Eytan Mirsky,1988,assistant film editor,"Flushing, New York",
1106,2,12402,Michelle Collier,1990,office account manager,"New York City, New York",
678,1,400,Tim Schwab,2005,ISO coordinator,"Cheektowaga, New York",
679,2,51200,Charlie Kahn,2005,middle-school math teacher,"Versailles, Kentucky",
7209,2,70400,Brandon Welch,2011,senior,"Grayson, Georgia",TRUE
7203,4,16000,Cigus Vanni,1988,psychologist,"Bala Cynwyd, Pennsylvania",
7202,1,5,Annette Meyer,1989,immunologist,"Kalamazoo, Michigan",
7200,1,12000,Betsy Stephenson,2011,retired  employment program specialist,"Charleston, West Virginia",
7207,27,275427,Brad Rutter,2000,$3.2-million winner,"Los Angeles, California",
7206,85,3162085,Ken Jennings,2004,74-game champion,"Seattle, Washington",
7205,1,0,Sarah Monteith,2011,television development assistant,"Sugar Land, Texas",
7204,2,32802,Kate Rowland,2011,family doctor,"Chicago, Illinois",
674,4,0,Billy Baxter,1992,grad student and 1992 College Tournament champion,"Richmond, Virginia",
6220,1,7400,Daphna Atias,2009,high school English teacher,"Kentwood, Michigan",
6221,1,6799,Tyler Crosby,2009,barista and bookseller,"Ithaca, New York",
675,1,1599,Renny Christopher,1993,college teacher,"Santa Cruz, California",
6228,1,3998,Kathleen O'Day,2009,home decor product manager,"Oakdale, Minnesota",
6229,2,33598,Peter Wiscombe,2009,computer engineer,"High Point, North Carolina",
809,1,0,Jeff Magee,2005,registered nurse,"Ridgefield Park, New Jersey",
808,2,15600,Steve Sosnick,1998,options trader,"New York City, New York",
803,2,24800,Kammy McCleery,2005,coordinator of experiential education and student employment,"Lexington, Kentucky",
802,1,4800,Yeechang Lee,2005,equity analyst,"the Bronx, New York",
801,5,100000,Ramsey Campbell,2001,writer,"Newport Beach, California",
800,1,1000,Joe Zito,2001,medical student,"New Orleans, Louisiana",
807,1,0,Robert Levy,1998,optometrist,"Alexandria, Virginia",
8856,1,799,Matthew Linnabary,2014,phlebotomist,"Wichita, Kansas",
805,4,16000,Cigus Vanni,1988,psychologist,"South Amboy, New Jersey",
8854,1,4700,Osei Boakye,2014,graduate student of history,"Clearwater, Florida",
5274,2,43996,George Hicks,2002,law student,"Cambridge, Massachusetts",
5275,3,58200,Sandra Alboum,2002,translator,"Arlington, Virginia",
1777,1,0,Reggie Jackson,1998,former pro baseball player,"Wyncote, Pennsylvania",
5277,1,0,Laura Johnson,2002,homemaker,"Columbia, Maryland",
5270,1,5999,Erin Drew,2002,home educator,"Salisbury, Maryland",
5271,1,5400,Ian Foutz,2002,computer programmer,"Garland, Texas",
1773,1,6399,Amanda Mapel,2006,front services manager,"Las Vegas, Nevada",
5273,1,3000,Leslie Elmore,2002,leasing consultant,"Arlington, Texas",
5278,1,1,John Savage,2002,voiceover artist and actor,"Redondo Beach, California",
1778,1,11401,Dustin Burke,2006,graduate student,"Philadelphia, Pennsylvania",
379,1,200,Howard Wilson,1984,househusband,"Montclair, California",
2979,2,36000,Brian O'Riordan,2002,audio/visual manager,"San Diego, California",
1551,1,3800,Barb Fuson,1997,American studies teacher,"Decatur, Illinois",
1550,1,4399,Jennifer Kelly,2006,college instructor,"Madison, Alabama",
1553,1,10400,Debbie Beers,1997,lawyer,"Glen Echo, Maryland",
1552,3,58803,Peter Braxton,1997,math teacher,"Fairfax, Virginia",
3038,2,3998,Philip Hain,2001,marketing manager,"Glendale, California",
3039,1,200,Nancy Goldstone,2001,academic specialist,"Brookline, Massachusetts",
1557,1,10600,Don Westrich,1992,advertising executive,"New York City, New York",
1556,18,432000,Jerome Vered,1992,writer,"Studio City, California",
3034,1,800,Carol Pal,2006,graduate student,"San Francisco, California",
3035,1,27000,Frank Liu,2006,anesthesiologist,"Los Angeles, California",
3036,1,10,Laura Piantes,2006,stay-at-home mom,"Queens, New York",
3037,1,0,Sally Mouzon,2001,opera singer,"Belmont, California",
3030,2,50000,Robert Alden,2006,middle school math teacher,"Ames, Iowa",
3031,2,41000,Lisa McClain,2006,history professor and Director of Gender Studies,"Boise, Idaho",
3032,1,15200,Jeff Rozen,2006,sales consultant,"Sarasota, Florida",
3033,3,61500,Jared Thompson,2006,actuarial analyst,"Eureka, Illinois",
8703,1,400,Eric Winschel,2013,roofing contractor,"Pasadena, California",
8702,4,104000,Neal Pollack,2013,writer,"Austin, Texas",
8701,1,24000,Loni Geerlings,2013,editor,"Redwood City, California",
8700,1,1400,Collin Adams,2013,Presbyterian minister,"Pollocksville, North Carolina",
8707,1,0,Andrew Mugica,2013,options trader,"Libertyville, Illinois",
8706,1,600,Fran Altomare,2013,tutor and adjunct professor,"Quakertown, Pennsylvania",
8705,1,400,Heidi McEchron,2013,painter and parodist,"Iowa City, Iowa",
8704,1,10399,Kamal Foreman,2013,attorney,"Smyrna, Georgia",
8709,1,7800,Meredith Robinson,2013,retired Naval officer,"Gales Ferry, Connecticut",
8708,2,3598,Sarah Zucker,2013,Internet entrepreneur and screenwriter,"Los Angeles, California",
4691,1,1300,Chris Hartwell,1999,economist,"Santa Monica, California",
5605,1,23600,Jean MacKay Jackson,2008,online researcher,"Tulsa, Oklahoma",
5604,1,6800,Haley Batz,2008,senior,"Charlotte, North Carolina",TRUE
5607,1,3200,Guil Prickette,2008,licensed professional counselor,"Anchorage, Alaska",
5601,1,7200,Carla Bradford,2003,mom and part-time graduate student,"Bedford, Massachusetts",
5600,1,3100,Doris Click,2003,high school Spanish teacher,"Durham, North Carolina",
5603,2,24800,Sarah Marx,2008,junior,"Chevy Chase, Maryland",TRUE
5602,2,34000,Jay Schrader,2008,junior,"Lexington, Kentucky",TRUE
5609,1,2500,Sharon Miyasato,1986,attorney,Hawaii,
5608,1,2742,Jillian Rebmann,2008,librarian,"Peoria, Illinois",
4690,1,4500,Kevin Knight,1999,lecturer,"Wilmington, North Carolina",
6424,1,5200,Valerie Vicroy,2009,caterer,"Pismo Beach, California",
6425,1,9600,Matt Blackwood,2009,middle school math teacher,"Gulfport, Mississippi",
6426,1,50,Richard Sautter,2004,actor and writer,"Radnor, Pennsylvania",
6427,2,54800,Doug Grenier,2004,mathematics professor,"Broken Arrow, Oklahoma",
6420,1,9000,Evelyn Beddow,2009,stay-at-home mom,"Weston, Florida",
6422,1,2800,Marc Anderson,2004,Internet editor,"Sacramento, California",
6423,1,15900,Liz Lynch,2004,part-time art history teacher,"Manassas, Virginia",
6428,1,23999,Sarah Wagner,2004,editor,"Indianapolis, Indiana",
