ID,numgames,totalwinnings,name,year,occ,loc,studentflag
2743,7,74907,Ouida Rellstab,11990,teacher,"New Orleans, Louisiana",
2742,1,15900,Steve Morris,1988,writer,"Los Angeles, California",
4848,1,18398,Val Ontell,2008,college librarian,"San Diego, California",
2744,6,42000,Steve Rogitz,11990,operations manager,"Torrance, California",
2031,1,6900,Andrea Yanes,2001,high school biology teacher,"Brookline, Massachusetts",
2030,1,7500,Kathy Widmayer,2001,systems project manager,"Moorestown, New Jersey",
4844,1,5001,Adil Karim,1999,graduate student,"Santa Barbara, California",
2748,2,0,Elise Beraru,1985,lawyer,"Los Angeles, California",
4846,7,70000,Terry Currin,1999,systems analyst,"White Lake, Michigan",
4847,1,900,Sarah Simson,1999,computer training consultant,"Niskayuna, New York",
4840,1,500,Tim Lynch,1999,science teacher,"Van Nuys, California",
4841,1,3200,Wendi Harrell,1999,secretary and bookkeeper,"Carthage, Illinois",
4842,1,1,Tammy King,1999,systems engineer,"Lapeer, Michigan",
4843,3,30900,Joe Padavic,1999,international freight forwarder,"Roselle, Illinois",
5201,1,1599,Teresa Peachey,2002,meteorologist,"Silver Spring, Maryland",
5200,1,0,Tom Kerr,2002,environmental policy analyst,"Washington, D.C",
5203,1,13599,Nancy Jasinski,2002,administrative assistant,"Posen, Illinois",
5202,7,139993,Mark Brown,2002,administrative assistant and father,"Peoria, Arizona",
5205,1,200,Rikardo Ayala,2002,writer,"Los Angeles, California",
5204,1,0,Cathy Royal,2002,librarian,"Chattanooga, Tennessee",
5207,1,20200,Steve Dalzell,2002,Army officer,"Washington, D.C",
5206,1,9400,Kris Markman,2002,graduate student,"Austin, Texas",
3486,1,0,Adam Brosius,2002,environmental consultant,"Fort Lauderdale, Florida",
4566,1,5200,Howard Samson,2008,project manager,"Sunrise, Florida",
3049,1,4400,Bob Moore,2001,bus driver,"Seattle, Washington",
3048,1,0,Courtney Phillips,2001,lawyer,"Tempe, Arizona",
3041,2,16200,Peg Pruitt,2007,retired teacher,"Swansea, Massachusetts",
3040,1,5000,Paul Kalomiris,2001,legislative director,"Germantown, Maryland",
3043,1,4400,Dave Mills,2007,think tank director,"Durham, North Carolina",
3042,1,799,Jeff Schwartz,2007,professor and tutor,"New York, New York",
3045,1,1,Pamela Meneley,2001,production assistant,"San Diego, California",
3044,4,120800,Julie Dunlevy,2007,technology specialist,"Louisville, Kentucky",
3047,11,92400,Rick Knutsen,2001,musician,"Brooklyn, New York",
3046,1,7199,Cecil Chang,2001,physician,"Lafayette, California",
4568,2,1598,Anna Rodriguez,2008,critical care nurse,"Denver, Colorado",
1094,1,6200,Anne Connell,1990,assistant professor and artist,"Portland, Oregon",
1095,1,5399,Kate Weiss,1990,finance supervisor,"Pittsburgh, Pennsylvania",
1096,1,4799,Guy Pugh,1990,medical student,"Canton, Massachusetts",
1097,4,46400,Paula Massengale,1990,bookkeeper,"San Antonio, Texas",
1090,1,0,Carol Chaffee,1990,graduate student,"Walnut Creek, California",
1091,1,7200,Tom Streit,2005,real estate lawyer,"Jupiter, Florida",
1092,1,1198,Jeanie Kyle,2005,student,"Conway, Arkansas",
1093,1,13801,Gary Klein,1990,attorney and writer,"New York City, New York",
1098,1,0,Alison Beightol,2005,labor and delivery registered nurse,"Lake City, Florida",
1099,2,32000,Mark Barrett,2005,assistant teacher,"San Francisco, California",
5192,1,2,Ted Barry,2002,assistant district attorney,"Gladwyne, Pennsylvania",
1322,1,6199,Bruce Bullock,1997,office assistant,"Jacksonville, Florida",
1323,2,20000,Pam Wilson,1997,editor,"Los Angeles, California",
1320,3,60000,Adam Weinstein,2005,graduate student,"Fort Lauderdale, Florida",
1321,1,-600,Jenn Carlson,2005,proposal writer,"Foxborough, Massachusetts",
1326,3,33603,Breck Jeffery,1997,research analyst,"Kailua, Hawaii",
1327,1,200,Glenda Niemiec,2005,payroll specialist,"St. Paul, Minnesota",
1324,1,900,Leo Jones,1997,aerospace systems engineer,"Upland, California",
1325,1,10399,Kevin Jack,1997,law student,"Chicago, Illinois",
1328,1,900,Michael Levitin,2005,attorney,"Arlington, Virginia",
1329,3,14400,Pat Pauken,1997,attorney and doctoral candidate,"Columbus, Ohio",
6451,1,10999,Imran Arif Maskatia,2009,engineering manager,"Hayward, California",
6450,6,91206,Christine Valada,2009,photographer and attorney,"Walton, New York",
6453,1,10900,Jennifer Cutshall,2009,gaming management student,"Las Vegas, Nevada",
6452,1,3500,Jamison Hedin,2009,high school librarian,"Chicopee, Massachusetts",
6455,1,2400,Sara Kniffen,2009,graduate student,"Vermillion, South Dakota",
8687,1,1,David Epperson,1986,waiter,"Colorado Springs, Colorado",
6901,1,2999,Kim Platnick,2010,school librarian,"Dunwoody, Georgia",
6456,1,0,Ed Perez-Giz,2009,tutor,"New York, New York",
6459,1,11600,Emily Lever,2009,junior,"Chevy Chase, Maryland",TRUE
6458,1,3992,Roopa Kalyanaraman Marcello,2009,public health professional,"Brooklyn, New York",
8136,1,19000,Steve Money,2013,international education specialist,"Washington, D.C",
8137,1,4000,Wendy Hayes,2013,project specialist,"Kansas City, Missouri",
8130,2,20010,Julie Reynolds,2013,medical transcriptionist,"Waterville, Ohio",
8131,1,7999,Joey Gutmann,2013,law student,"New York, New York",
6909,1,8400,Ethan Waldman,2010,twelve-year-old,"West Hills, California",TRUE
6908,1,29999,Will Walters,2010,twelve-year-old,"Lexington, Kentucky",TRUE
7739,2,50400,Dennis Wright,2012,welder,"Council Grove, Kansas",
7738,1,6000,Eileen O'Toole,2012,student of economics,"Boulder, Colorado",
7733,2,38402,Melanie Spratford,2012,caterer,"Chicago, Illinois",
7732,1,15800,Vince Gatton,2012,actor,"New York, New York",
7731,2,51200,Alex Wright,2012,university administrator,"Upper Arlington, Ohio",
7730,1,24000,Kyle Roll,2012,compliance analyst,"Richmond, Virginia",
7737,1,8601,Nick Bulum,2012,newspaper insert writer and designer,"Long Beach, California",
7736,1,6201,Nancy Nakayama,2012,lawyer and aspiring grant writer,"Seattle, Washington",
7735,3,43800,Cathy Guiles,2012,copy editor,"Baltimore, Maryland",
7734,1,0,Greg Bentley,2012,law clerk,"Pikeville, Kentucky",
3959,1,1,Maya Ginsberg,1998,musician and teacher,"San Diego, California",
3958,3,7200,William Toren,1998,copy editor,"Northridge, California",
3953,2,18400,Lore Guilmartin,1998,residence hall director,"College Station, Texas",
3952,1,9000,Jeremy Anderson,1998,Ph.D. candidate,"Costa Mesa, California",
3951,1,8200,Graham Blake,1998,law student,"Arlington, Texas",
3950,1,1983,Julie O'Keefe,1998,freelance writer,"Chester, New Jersey",
3957,2,30600,Mike Kelley,1998,high school physics teacher,"Newburgh, Indiana",
3956,1,2499,Marguerite Hester,1998,computer trainer,"Raleigh, North Carolina",
3955,1,0,Mark Fields,1998,art center director,"Collingswood, New Jersey",
3954,2,24400,Roxanne Crocco,1998,graduate student,"Powell, Ohio",
8358,1,3500,Christina Rodriguez,2013,claims processor,"Carterville, Illinois",
8359,2,54000,Andy Hermann,2013,website producer,"Los Angeles, California",
8350,2,32802,Michael Ellis,2013,law clerk for a federal judge,"Hilliard, Ohio",
8351,2,34800,Bill Hawkins,2013,hotel concierge,"New York, New York",
8352,1,800,Laurel Schultz,2013,physical scientist,"Durham, North Carolina",
8353,1,0,Colleen Yarnell,1986,homemaker,Minnesota,
8354,2,22400,Sherman Allen,1986,actor,"Dallas, Texas",
8355,1,5400,Brad Geagley,1986,writer and game designer,"Los Angeles, California",
8356,1,9400,Dave Maney,1986,student,"Binghamton, New York",
3333,1,3200,Paula Rice,2000,test chef,"Long Beach, California",
1966,1,6580,Naomi Freeman,1998,international trade specialist,"Bethesda, Maryland",
4062,1,599,Wes Borucki,2000,doctoral candidate,"Bloomfield Township, Michigan",
4063,1,3799,Jeff Melcher,2000,logistics manager,"Grand Prairie, Texas",
4060,1,400,Dawn Alexander,2000,software support analyst,"Falls Church, Virginia",
4061,3,11997,Kara McDermott,2000,Internet content editor,"Newton, Massachusetts",
4066,5,18500,Lynn Walters,2000,stay-at-home mom,"St. Louis, Missouri",
4067,1,2399,Jim Laden,2000,international educator,"Portland, Oregon",
4064,1,4000,Debbie Mamber,2000,financial consultant,"Bayside, New York",
4065,1,3398,Brian Carlson,2000,TV engineer,"Chicago, Illinois",
4068,1,4600,Kathryn Wymer,2000,graduate student,"Woodstock, Georgia",
4069,1,699,David Jay,2000,implementation specialist,"San Diego, California",
5784,2,5400,Laura Sturaitis,2002,marketing executive,"Fort Lauderdale, Florida",
5785,1,2,Marlon Shows,2002,technology consultant,"Detroit, Michigan",
5786,1,3599,Rebecca Wilkinson,2009,director of finance and administration,"Alexandria, Virginia",
5787,1,600,Jerry Pyzansky,2009,legal assistant,"Boca Raton, Florida",
5780,1,2,Kali Klena,2002,market researcher,"Chicago, Illinois",
5781,1,15200,Murray Levin,2002,litigation attorney,"Philadelphia, Pennsylvania",
5782,1,300,Molly Woods,2002,copywriter,"Arlington, Virginia",
5783,2,20800,Patrick Morris,2002,caterer at fairs,"Alameda, California",
5788,1,5700,Lynne McKenna Frazier,2009,grant proposal writer,"Wayne, Indiana",
3603,1,0,Brendan Pimper,2007,engineer and student,"La Habra, California",
3602,2,28000,Samantha Ross,2007,student,"Hillsdale, New Jersey",
3601,1,12800,Khoa Le,2007,stock trader,"New York, New York",
3600,1,22501,Betsy Bangs,2007,retired art teacher,"Fraser, Michigan",
3607,2,24600,Ross Brown,2007,writer,"Washington, D.C",
3606,1,10000,Bill Gabbard,2007,member of the U.S. Army Field Band,"Arnold, Maryland",
3605,1,5300,Arlynda Boyer,2007,grant writer,"Staunton, Virginia",
3604,2,32800,Steven Price,2007,bartender and actor,"Perkasie, Pennsylvania",
3609,1,12001,David Mann,2000,graduate student,"Houston, Texas",
3608,1,6700,Lenore Muller,2000,credit risk analyst,"New York City, New York",
8146,2,43200,Scott Mitchell,2013,technical project manager,"New York, New York",
4453,1,1600,Steve Edwards,2000,attorney,"Culver City, California",
4452,1,99,Manx Foster-Audlin,2000,crisis intervention counselor,"Marbletown, New York",
4451,3,36000,Kurt Fried,2000,writer,"Lenexa, Kansas",
4450,2,25800,Arch Mott,2000,systems administrator,"Aptos, California",
4457,2,21800,Cason Butterworth,2000,bartender,"Trussville, Alabama",
4456,2,17200,Gino Scalo,2000,seventh grade teacher,"San Diego, California",
4455,1,300,Wendy Cornaby,2000,graduate student,"Hillsboro, Oregon",
4454,1,100,Christine Detz,2000,legal assistant,"West Springfield, Massachusetts",
4459,1,5390,Bruce Pickett,2000,bond trader,"South Boston, Massachusetts",
4458,1,0,Heidi Daniels,2000,flight attendant,"Crownsville, Maryland",
959,1,100,Donna Grant,1989,model,"Brooklyn, New York",
958,1,14700,Barry Molitch,1989,retired stagehand,"Incline Village, Nevada",
951,1,0,Richard Boyce,1989,writer,"Plattsburgh, New York",
950,1,1599,Avrom Simon,1989,physician,"Chicago, Illinois",
953,3,36900,Jeff Bandman,1989,lawyer,"La Jolla, California",
952,1,100,Mary Barry,1989,telemarketing manager,"Kankakee, Illinois",
954,1,100,Hardy Watts,2001,elementary school teacher,"Boston, Massachusetts",
957,1,2400,Carrie Pfeiffer,2001,high school history and government teacher,"Columbia, Tennessee",
956,3,24000,Roland Lange,2001,sales director,"Brooklyn, New York",
6334,1,471,Melanie Leon,2004,Army wife,"Peachtree City, Georgia",
6336,2,28800,Judy Nakamura,2009,stay-at-home wife,"Seattle, Washington",
6337,1,1600,Michael Schlitzer,2004,account manager,"Sterling, Virginia",
6330,1,8099,Chris Serb,2004,firefighter,"Chicago, Illinois",
6331,1,1,Elisabeth Flynn,2009,museum publicist,"Philadelphia, Pennsylvania",
6332,2,61598,Enrique Machado,2009,oil filtration business developer,"Orlando, Florida",
6333,1,16900,Luis Corchado,2004,attorney,"Denver, Colorado",
6338,1,3500,Belinda Reid,2004,retired teacher,"Farmerville, Louisiana",
6339,1,6799,Marcus Jackson,2009,Air Force officer and helicopter pilot,"Andrews Air Force Base, Maryland",
8909,8,62400,Richard Cordray,1987,head of the Consumer Financial Protection Bureau,"Grove City, Ohio and Washington, D.C",
8908,11,70620,Tom Nosek,1992,aerospace consultant,"Torrance, California",
8905,10,154010,Leszek Pawlowicz,1991,shovel bum,"Flagstaff, Arizona",
8904,4,57600,Andrew Westney,1991,sports business writer,"Charlotte, North Carolina",
8906,11,77000,Leslie Frates,1991,retired Spanish teacher,"Hayward, California",
8901,7,32200,Jim Scott,1990,attorney,"Arlington, Virginia",
8900,1,6000,Tarn Allen,2014,food-bank coordinator,"Portland, Oregon",
8903,8,104800,India Cooper,1991,copy editor,"Madison, Indiana",
7128,1,8,Ryan Vogt,2010,video game reviewer,"San Antonio, Texas",
7129,1,12399,Andrea Barnes,2010,stay-at-home mom,"Johnstown, Pennsylvania",
7126,1,5599,Chris Quin,2010,attorney,"Atlanta, Georgia",
7127,4,24000,Marissa Goldsmith,2010,web developer,"Springfield, Virginia",
7124,1,20401,Samantha Barry,2010,account manager,"Los Angeles, California",
7125,1,1,Corey York,2010,accountant,"East Peoria, Illinois",
7122,1,13400,Dennis Loo,2010,tutor,"Cambridge, Massachusetts",
2178,1,4800,James Martin,2001,bookstore department manager,"Houston, Texas",
7120,1,17700,Andrew Sullivan,2010,corporate attorney,"Brooklyn, New York",
7121,1,7200,Danni Steiner,2010,sales marketing consultant,"Washington Borough, New Jersey",
4964,1,16201,Judith Koveleskie,2008,librarian,"Greensburg, Pennsylvania",
6841,1,5997,Gordon Purcell,2010,comic book artist,"Plymouth, Minnesota",
1669,1,0,Jenny Winslow,1998,image consultant,"Richardson, Texas",
1668,1,100,Dan Mathews,1998,social studies teacher,"New Preston, Connecticut",
1667,1,5800,Amber Key-Murphy,2003,,"Dallas, Texas",
1666,1,6200,Chad Mosher,2003,seventh-grader,"Flint, Michigan",
1665,1,30300,Madeleine Schwartz,2003,twelve-year-old,"New York, New York",TRUE
1664,1,2800,Marianne Vahey,1998,physician,"Woodbridge, Connecticut",
1662,1,2399,Kim Clemmer,2006,PC technician,"Leesburg, Florida",
1661,1,11177,Jacob Collins,2003,twelve-year-old seventh-grader,"Charlotte, North Carolina",TRUE
1660,1,21999,Nina Garcia,2003,twelve-year-old seventh grader,"Burke, Virginia",TRUE
591,16,240000,Robin Carroll,2000,researcher,"Marietta, Georgia",
590,6,103200,Wes Ulm,1997,medical student,"Alexandria, Virginia",
593,3,19197,Charles Hubert,2000,developer,"Tucker, Georgia",
592,1,2600,Ted Kissell,2000,journalist,"Miami, Florida",
595,1,700,Cecile Myers,1991,research biologist,"Ambler, Pennsylvania",
594,13,209300,Tom Walsh,2004,writer,"Washington, D.C",
597,1,9500,Aaron Gershowitz,1991,refugee resettlement coordinator,"New York City, New York",
596,1,4199,Henry Zanetti,1991,U.S. Customs manager,"Little Neck, New York",
599,1,0,Monica Nishida,1991,nursing assistant,"Granada Hills, California",
598,1,11000,Barbara Pixley,1991,teacher,"Lincoln, Nebraska",
2607,1,0,Susan Canavello,2001,attorney,"New Orleans, Louisiana",
2828,1,0,Jill Futch,2002,attorney,"West Monroe, Louisiana",
2829,2,0,Walter Grubbs,2002,human resources executive,"Fair Oaks, California",
2824,1,11100,Hon. Margaret Spellings,2006,U.S. Secretary of Education,"Washington, D.C",
2826,2,0,Steve Sanders,2002,graduate student,"Oklahoma City, Oklahoma",
2827,1,0,Sharon Golembeski,2002,training manager,"Wethersfield, Connecticut",
2820,1,14400,Scott Turow,2006,bestselling novelist and practicing attorney,"Chicago, Illinois",
5414,1,14100,Kit Carlson,2008,Episcopal priest,"East Lansing, Michigan",
5415,1,0,Jenny Miller,2004,legislative assistant,"Arlington, Virginia",
5416,1,400,Tom Aquino,2004,lawyer,"Boston, Massachusetts",
5417,1,300,Vanessa Osborne,2004,graduate student,"Woodland Hills, California",
3382,1,6800,Lynn Parana,1989,sales representative,"Los Angeles, California",
3383,1,-1100,Tom Baldridge,1989,graduate student,"Indianapolis, Indiana",
5412,1,100,Lucinda Sabino,2004,housewife and writer,"Rochester, Michigan",
3381,1,4900,Otis Maxwell,1989,freelance copywriter,"Dallas, Texas",
5418,1,16399,Michael Vance,2004,information security analyst,"Fishers, Indiana",
5795,2,29600,Keith Costigan,2009,teacher,"Lower Gwynedd, Pennsylvania",
3388,1,19199,Ben Kroll,2007,Spanish teacher,"Sheboygan, Wisconsin",
3389,2,48002,Robin Parry,2007,federal attorney,"Arlington, Virginia",
1409,1,100,Martha O'Malley,1997,downsize accountant,"Milwaukee, Wisconsin",
1408,1,15601,Robert Bethard,2005,registered nurse,"Asheville, North Carolina",
1403,1,5599,Amit Ray,1997,graduate student instructor,"Ann Arbor, Michigan",
1402,1,2600,Leslie Hickey,2005,educational director,"Cleveland, Ohio",
1401,1,0,Kevin Gomes,2005,training and educational design specialist,"Grand Island, Nebraska",
1400,1,7399,Tina Carlson,1997,stamp dealer,"North Kingston, Rhode Island",
1407,1,12400,Lauren Dean,2005,marketing manager and grad student,"Chevy Chase, Maryland",
1406,11,308000,Tom Kavanaugh,2005,writer,"St. Louis, Missouri",
1405,1,16799,Keara Depenbrock,2005,political consultant,"Brooklyn, New York",
1404,1,0,Nancy Splane,1997,homemaker,"Jacksonville, Florida",
4215,1,4600,Rob Lewis,2000,systems analyst,"Arlington, Virginia",
4214,1,50,Jen Maloney,2007,in-house security and web designer,"Millersville, Maryland",
4217,1,2399,Rita Byrd,2007,IT consultant,"Washington, D.C",
4216,1,2100,Rick Magee,2000,college instructor,"the Bronx, New York",
4211,3,26700,Kevin Glaccum,2000,actor,"Philadelphia, Pennsylvania",
5791,1,22400,Rachel Kain,2009,structured data analyst,"Farmington Hills, Michigan",
4213,3,43797,Todd Butler,2007,fourth grade teacher,"Mansfield, Texas",
4212,1,4001,Lise Stephenson,2000,construction accountant,"Metairie, Louisiana",
3961,1,0,Jolyn Dunavant,1998,budget administrator,"Lancaster, Texas",
4219,1,15100,David Bleich,2000,lawyer,"Scarsdale, New York",
690,27,275427,Brad Rutter,2000,network administrator,"Lancaster, Pennsylvania",
691,10,101010,Claudia Perry,1997,sports copy editor,"Jersey City, New Jersey",
696,1,7700,Matt Whitney,2005,high school English teacher,"Santa Barbara, California",
697,2,28000,Lisa Voss,2005,library assistant,"Lincoln, Nebraska",
1933,2,32398,Dave Argentar,1998,attorney,"Chicago, Illinois",
1492,1,10000,Mickie Grover,1993,Ph.D. candidate,"Yorktown Heights, New York",
694,1,3700,Larry Caplan,1984,attorney,"Tamarac, Florida",
5579,1,-2000,Freya Wolke,2003,marketing research manager,"Newton, Massachusetts",
5578,1,8600,Sara Glidden,2003,college theater manager,"Roxbury, Massachusetts",
5577,1,1000,Donna Corbett,2003,office manager,"Plymouth, Massachusetts",
5576,2,19198,Shawn Wilson,2003,technical writer,"Chatsworth, California",
5575,1,0,Charlie Carbery,2008,senior,"Oak Park, Illinois",TRUE
5574,2,18200,Ben Chuchla,2008,senior,"Calabasas, California",TRUE
5573,2,39198,Shelby Malone,2008,senior,"Grayson, Kentucky",TRUE
5572,4,32800,Audrey Hosford,2008,junior,"Annapolis, Maryland",TRUE
5571,1,-200,Drew Scheeler,2008,senior,"Sandusky, Ohio",TRUE
5570,2,52802,Karan Takhar,2008,senior,"North Attleborough, Massachusetts",TRUE
1930,1,1,Gail Fouts Bernstein,1998,advertising account executive,"Salem, Massachusetts",
5799,1,3999,Erin Butler,2002,recent college graduate,"Stewartsville, New Jersey",
3265,1,0,Steve DiGiulio,2004,senior account executive,"Washington Township, New Jersey",TRUE
3969,3,10800,Peggi Malys,101990,medical student,"Atlanta, Georgia",
1936,8,31200,Eugene Finerman,1987,writer,"Evanston, Illinois",
1493,5,43995,Larry McKnight,1989,computer analyst,"Ventura, California",
339,6,91194,Jeff Richmond,111990,attorney,"Los Angeles, California",
338,11,173800,Michael Dup�e,1996,attorney,"Gainesville, Florida",
335,6,189252,Kermin Fleming,2004,junior at Carnegie Mellon University,"Lexington, Kentucky",TRUE
334,9,160200,Mark Eckard,2001,entrepreneur,"Bedford, Massachusetts",
337,7,110614,Sandra Gore,111990,corporate researcher,"Berkeley, California",
336,7,123207,Jack Archey,1999,actor and writer,"Los Angeles, California",
330,1,0,Stephen Lebowitz,1988,physician,"Los Angeles, California",
333,8,84792,Lance Johnson,1998,model aircraft engine technician,"Champaign, Illinois",
332,4,2000,Roy Holliday,1988,radiologist,"Brooklyn, New York",
5124,2,54798,Caitlin Dudek,2008,environmental consultant,"Arlington, Virginia",
3268,1,0,Chris Ratto,1999,English teacher,"Minneola, New York",
1939,2,41602,Bob Collins,2006,restaurant manager,"Melbourne, Florida",
1938,1,17600,Stephanie Smith,2006,retired quality engineer and manager,"Scarborough, Maine",
1495,1,11800,Fritz Gray,1997,reservation sales representative,"Torrance, California",
3195,1,15200,Bonnie Zaben,2001,university administrator,"New York City, New York",
1496,1,8200,Jeanne Perrier,2006,substitute teacher and library clerk,"Wolcott, Connecticut",
6106,3,2400,Baltazar Pinedo,2009,bilingual language development specialist,"Modesto, California",
6105,1,100,Cindy Wassouf,2009,underwriter,"New Hartford, Connecticut",
6104,1,19600,Nikki Egan,2009,cable news producer,"New York, New York",
6103,3,59361,Andrew Schwartz,2009,independent filmmaker,"Miami, Florida",
6102,1,2,Bonnie Fish,2009,contract writer and retired educator,"Cameron, Missouri",
6101,1,3800,Roy Ha,2009,geophysicist,"Sugar Land, Texas",
9111,1,16201,Wendy Hardenberg,2014,university librarian,"New Haven, Connecticut",
9110,1,7500,Matt Weldy,2014,logistics coordinator,"Grand Prairie, Texas",
9112,1,1100,Sami Siegelbaum,2014,professor of art history,"Chicago, Illinois",
9114,3,63000,Sarah Fremgen,2014,microbiologist,"Carrollton, Texas",
1932,1,2000,Luke Walker,2006,oncologist,"Lawton, Oklahoma",
3416,2,10802,David Harris,1993,editor and writer,"Paramus, New Jersey",
8022,1,8200,Carlo Abulencia,2012,stay-at-home dad,"Chatsworth, California",
3414,1,14950,Heidi Liu,2007,senior,"Plymouth, Minnesota",TRUE
3415,1,13801,Kristin Briggs,2007,senior,"Parkland, Florida",TRUE
3413,2,59200,Hank Robinson,2007,senior,"Lithia Springs, Georgia",TRUE
3411,4,38404,David Honea,1990,junior,North Carolina State,TRUE
8020,1,0,Ricky Leiter,2012,resident physician in internal medicine,"New York, New York",
3418,1,1,Jim Maher,1993,disc jockey,"Phoenix, Arizona",
3419,1,5200,Rebecca Jacobs,1993,administrator,"Quincy, Massachusetts",
8021,1,10500,Shaanti Kapila,2012,climate change specialist,"Washington, D.C",
8026,1,4000,Tom Conn,2012,claims processor and sports broadcaster,"Saint Anne, Illinois",
8027,1,11599,Erin McCready,2012,teaching artist,"Brooklyn, New York",
4868,1,11000,Rosalind Jaffe,2008,bank manager,"Onekama, Michigan",
4869,2,20200,Terry Anderson,1999,production assistant,"Los Angeles, California",
2019,1,5999,Mike Nassir,2001,physics and astronomy instructor,"Honolulu, Hawaii",
8024,1,3000,Jan Walkenhorst,2012,university athletic department tutor,"Lincoln, Nebraska",
2015,1,12000,Melinda Wittenburg,2001,early child-development specialist,"Chattanooga, Tennessee",
2014,1,0,Damian Kokinda,2001,analyst for the Secret Service,"Washington, D.C",
2017,1,401,Kathryn Masters,2001,stage manager,"Marlborough, Massachusetts",
2016,2,26000,Jeff Rhodes,2001,publication editor,"Marietta, Georgia",
2011,1,0,Steve Wang,2000,software developer,"Redwood City, California",
2010,1,2799,Steve Friedman,2006,writer,"Los Angeles, California",
4864,2,19600,Paul Risner,1999,lawyer,"Sarasota, Florida",
2012,1,-100,Deborah Van Ness,2000,stay-at-home mom,"New City, New York",
1937,16,172784,Bob Verini,11990,"playwright, actor, and director","New York City, New York",
7019,2,25800,Suzanne Rorick,2010,stay-at-home mom,"Stevenson Ranch, California",
1935,11,110000,Eric Newhouse,1989,student,"Sioux City, Iowa",
7014,1,3199,Brad Rodriguez,2010,assistant general manager of a minor league baseball team,"Jacksonville, Florida",
7015,1,1,Alli Johnson,2010,Ph.D. candidate and teaching assistant,"Moreno Valley, California",
1934,1,599,Devon Thomas,1998,librarian,"Chelsea, Michigan",
1348,3,28197,Davia Worthen,1997,teacher's aide,"Lafayette, Indiana",
1349,1,1500,Randy Cohen,1997,Ph.D. student,"Philadelphia, Pennsylvania",
1340,3,32100,Bob Combs,1997,investigator,"Athens, Ohio",
1341,1,1,Mauricio Rivero,1997,tax auditor,"Hialeah, Florida",
1342,2,8002,James Quintong,2005,sportswriter,"Atlanta, Georgia",
453,3,33000,Eric Prosser,1998,attorney,"Oceanside, California",
1344,1,500,Amy Loerch Strumolo,1997,freelance editor and writer,"Beverly Hills, Michigan",
1345,1,7800,Fred Walker,1997,real estate broker,"Oak Park, Illinois",
1346,2,40002,LeeAundra Temescu,2005,communications coach,"Troy, Michigan",
1347,1,11601,Michael Salerno,2005,law student,"New York, New York",
8118,1,20791,Tom McGrath,2012,actor and photographer,"Chicago, Illinois",
8119,1,3801,Beth Copenhaver,2012,software consultant,"Johns Creek, Georgia",
6928,1,18000,Victoria Rduch,2010,substitute Spanish teacher,"San Antonio, Texas",
6925,1,3598,Barbara Jackson,1986,sales support manager,"Reseda, California",
6924,1,7000,J.C. Turner,1986,pharmacy student,"Amelia, Virginia",
8110,1,6400,Jeannie Blanke,2012,insurance office manager,"Newbury Park, California",
8111,1,5799,Justin Kowal,2012,financial manager,"Glen Burnie, Maryland",
8116,1,-2800,Gina Armstrong,2012,web designer,"Anniston, Alabama",
8117,4,64800,Kris Hamilton,2012,computer technician,"Dublin, Ohio",
8114,1,5347,Jessica Young,2012,recent college graduate,"Charleston, West Virginia",
8115,1,4800,Chrisanne Eastwood,2012,bookseller,"Moorpark, California",
7711,1,7195,Nina Stanton,2012,specialist for the national center on tribal childcare,"Louisville, Kentucky",
7710,1,7600,Tony Grey,2012,purchasing distributor,"Los Angeles, California",
7713,1,25000,Laura Whittle,2012,retired high school English teacher,"Sacramento, California",
7712,1,6485,Ben Parks-Stamm,2012,apple farmer,"Winthrop, Maine",
7715,1,100,Stephen Shaw,2012,musician,"Arlington, Texas",
7714,1,1,Annie Lyon,2012,communications coordinator,"Baltimore, Maryland",
7717,1,9199,Galen Benshoof,2012,project manager in health care,"Seattle, Washington",
7716,1,1,Marion Baumgarten,2012,human resources evaluator,"River Forest, Illinois",
7719,1,6200,Vijay Iyer,2012,attorney,"New York, New York",
7718,4,36804,Jessamine Price,2012,graduate student in creative writing,"Greenbelt, Maryland",
8377,2,12200,Diane O'Keefe,1992,hospital librarian,"Southgate, Michigan",
8374,2,21800,Debby Arnold,1993,registered nurse,"Atlanta, Georgia",
8375,1,200,Brent Noel,1993,Ph.D. candidate,"Lawrence, Kansas",
8372,1,5800,Denise Shames,1993,office manager,"Old Orchard Beach, Maine",
8373,1,5801,Dave Ewing,1993,computer progammer,"Redondo Beach, California",
8370,1,2006,Kinu Panda,2013,test prep teacher and tutor,"San Antonio, Texas",
8371,1,8173,David Enslee,2013,baseball card proofreader,"Avenel, New Jersey",
8378,1,3600,Joe Menduni,1992,sales representative,"Cliffside Park, New Jersey",
8379,4,75644,John Anneken,2013,postdoctoral researcher,"Cincinnati, Ohio",
4008,1,3300,Kurt Weldon,1986,comedian and a writer,"Beverly Hills, California",
4009,1,0,Lois Rothman,1986,social worker,"Miami, Florida",
4000,2,35442,Rachel Gottesman,2007,junior,"Cortlandt Manor, New York",TRUE
4002,2,37000,Lisa Ackerman,2007,senior,"Livermore, California",TRUE
4003,2,12000,John LeDonne,1991,bookbuyer,"Arlington, Massachusetts",
4004,5,96505,Lou Pryor,1991,lawyer and Seniors Tournament winner,"New Canaan, Connecticut",
4005,11,77000,Leslie Frates,1991,Spanish teacher,"Hayward, California",
4006,1,5100,Susan Sanchez,1986,schoolteacher,"Newton Center, Massachusetts",
