Ted Dudley,,airline pilot,"Colchester, Vermont"
2,57800
GameID,AirDate,J! score,DJ! score,FJ! score,Coryat score,R,W,Rebs.,DDs,DD gain/loss,FJ!,FJ! gain/loss,BA,TBA
#5174,2007-02-22,2200,9000,9000,9000,14,4,1,0/0,0,W,0,241,746
#5173,2007-02-21,4200,15700,28900,15400,20,3,4,1/1,1500,R,13200,356,841
