Carolyn Cracraft,,grad student at the University of California-Berkeley,"Berkeley, California"
7,50400
GameID,AirDate,J! score,DJ! score,FJ! score,Coryat score,R,W,Rebs.,DDs,DD gain/loss,FJ!,FJ! gain/loss,BA,TBA
#4719,2005-02-24,2800,9200,0,9200,14,4,2,0/0,0,W,-9200,241,794
#3628,2000-05-17,2400,4800,4800,4400,13,1,0,1/1,900,W,0,220,778
#3625,2000-05-12,2500,4300,5500,3800,16,3,0,1/1,800,R,1200,288,794
#3395,1999-05-14,2700,11700,9700,8900,21,1,0,2/2,4000,W,-2000,350,810
#3394,1999-05-13,2100,6700,10000,5300,14,1,1,1/1,2000,R,3300,254,889
#3392,1999-05-11,1700,5300,5300,4900,18,3,0,1/1,1000,R,0,322,635
#3386,1999-05-03,3200,7200,7200,8100,20,1,2,0/1,-900,W,0,339,825
