Tricia McKinney,,TV news writer,"Secaucus, New Jersey"
4,85996
GameID,AirDate,J! score,DJ! score,FJ! score,Coryat score,R,W,Rebs.,DDs,DD gain/loss,FJ!,FJ! gain/loss,BA,TBA
#5214,2007-04-19,2600,14200,4401,13800,17,3,1,1/1,2000,W,-9799,288,857
#5213,2007-04-18,5600,8800,17500,8800,17,1,2,0/0,0,R,8700,310,825
#5212,2007-04-17,4000,19200,11801,21200,21,2,1,0/1,-2000,W,-7399,356,825
#5211,2007-04-16,8900,16300,21499,18400,21,2,1,1/2,-1500,R,5199,367,825
