Ariella Goldstein,,junior,Muhlenberg College
2,36802
GameID,AirDate,J! score,DJ! score,FJ! score,Coryat score,R,W,Rebs.,DDs,DD gain/loss,FJ!,FJ! gain/loss,BA,TBA
#5691,2009-05-11,400,8000,0,6800,11,1,0,1/1,2000,W,-8000,186,762
#5690,2009-05-08,5200,12000,18401,11600,16,2,0,1/1,1200,R,6401,288,921
