Don Meals,,environmental scientist,"Burlington, Vermont"
4,32796
GameID,AirDate,J! score,DJ! score,FJ! score,Coryat score,R,W,Rebs.,DDs,DD gain/loss,FJ!,FJ! gain/loss,BA,TBA
#5994,2010-10-07,3400,11400,1999,11400,18,3,0,0/0,0,W,-9401,310,698
#5993,2010-10-06,8200,16200,21201,15200,22,1,1,1/1,2000,R,5001,390,825
#5992,2010-10-05,4200,14200,13199,14200,20,4,0,0/0,0,W,-1001,345,730
#5991,2010-10-04,4200,13700,8199,15400,22,3,1,1/2,-500,W,-5501,367,810
