Shelley Forbess,,7th-grade science teacher,"El Dorado, Arkansas"
GameID,AirDate,J! score,DJ! score,FJ! score,Coryat score,R,W,Rebs.,DDs,DD gain/loss,FJ!,FJ! gain/loss,BA,TBA
#4127,2002-07-09,6600,12200,24400,12200,19,1,2,0/0,0,R,12200,345,873
#4126,2002-07-08,0,0,0,0,0,0,0,0/0,0,-,0,345,000
#4125,2002-07-05,0,0,0,0,0,0,0,0/0,0,-,0,345,000
