Todd Covert,,bookkeeper,"Valley Glen, California"
GameID,AirDate,J! score,DJ! score,FJ! score,Coryat score,R,W,Rebs.,DDs,DD gain/loss,FJ!,FJ! gain/loss,BA,TBA
#5543,2008-10-15,7400,16800,2199,14200,22,3,1,2/2,5000,W,-14601,367,794
#5542,2008-10-14,6400,14000,26001,13600,19,1,1,2/2,2800,R,12001,333,825
#5541,2008-10-13,8800,17400,32401,16000,20,1,1,1/1,3000,R,15001,356,857
