Frank Stokes,,financial analyst,"Heber Springs, Arkansas"
GameID,AirDate,J! score,DJ! score,FJ! score,Coryat score,R,W,Rebs.,DDs,DD gain/loss,FJ!,FJ! gain/loss,BA,TBA
#3408,1999-06-02,3700,3500,599,3500,19,4,2,0/0,0,W,-2901,328,841
#3407,1999-06-01,1600,6000,8301,6500,21,5,5,0/1,-500,R,2301,373,841
#3406,1999-05-31,2300,8600,9801,5500,25,5,2,2/2,4100,R,1201,433,746
