Jessica Trudeau,,graduate student and swim coach,"Barrington, Illinois"
GameID,AirDate,J! score,DJ! score,FJ! score,Coryat score,R,W,Rebs.,DDs,DD gain/loss,FJ!,FJ! gain/loss,BA,TBA
#5890,2010-04-02,3800,10600,10600,14600,16,4,0,0/1,-4000,R,0,288,905
#5889,2010-04-01,6800,21000,34401,18400,22,2,1,2/2,4600,R,13401,383,889
