Robert Bowsher,,software engineer,"Hilliard, Ohio"
GameID,AirDate,J! score,DJ! score,FJ! score,Coryat score,R,W,Rebs.,DDs,DD gain/loss,FJ!,FJ! gain/loss,BA,TBA
#4667,2004-12-14,7400,9400,0,19200,23,2,0,1/2,-9000,W,-9400,383,810
#4666,2004-12-13,9400,21000,27000,21000,29,2,0,0/0,0,R,6000,517,889
#4665,2004-12-10,6000,16000,6399,16000,17,3,0,0/0,0,W,-9601,293,810
