Andrew Hutchings,,college champion,"Tucson, Arizona"
GameID,AirDate,J! score,DJ! score,FJ! score,Coryat score,R,W,Rebs.,DDs,DD gain/loss,FJ!,FJ! gain/loss,BA,TBA
#4747,2005-04-05,6600,13400,2000,13400,16,1,0,0/0,0,W,-11400,276,794
#3327,1999-02-09,1900,5700,0,5700,11,1,1,0/0,0,W,-5700,190,841
#3170,1998-05-15,3200,8800,9100,9600,23,2,2,1/2,0,R,300,400,841
#3169,1998-05-14,600,4000,8000,5400,12,2,0,0/1,-1400,R,4000,220,889
#3167,1998-05-12,1700,10400,4399,9700,23,1,2,1/1,1700,W,-6001,390,810
#3164,1998-05-07,1300,7300,10001,8500,22,3,1,0/1,-1200,R,2701,390,873
