Mary Bowers,,public relations coordinator,"San Jose, California"
GameID,AirDate,J! score,DJ! score,FJ! score,Coryat score,R,W,Rebs.,DDs,DD gain/loss,FJ!,FJ! gain/loss,BA,TBA
#12,1984-09-25,2900,9600,11200,8500,23,3,0,1/1,1900,R,1600,407,889
#11,1984-09-24,1600,6000,11000,6000,15,2,3,0/0,0,R,5000,276,794
