Pat Clevenger,,civil engineer,"Chalfant Borough, Pennsylvania"
GameID,AirDate,J! score,DJ! score,FJ! score,Coryat score,R,W,Rebs.,DDs,DD gain/loss,FJ!,FJ! gain/loss,BA,TBA
#6573,2013-03-27,4400,5200,10400,4800,13,3,0,1/1,2000,R,5200,237,873
#6572,2013-03-26,5600,10100,16100,8800,14,2,1,1/1,2500,R,6000,254,905
