Kathy Grogman,,attorney,"Mascoutah, Illinois"
GameID,AirDate,J! score,DJ! score,FJ! score,Coryat score,R,W,Rebs.,DDs,DD gain/loss,FJ!,FJ! gain/loss,BA,TBA
#3411,1999-06-07,2100,6100,2600,5900,18,5,2,1/1,1000,W,-3500,305,889
#3410,1999-06-04,1900,6800,6800,7100,20,1,1,1/1,500,W,0,339,730
