Balaji Narain,,attorney,"Cumming, Georgia"
GameID,AirDate,J! score,DJ! score,FJ! score,Coryat score,R,W,Rebs.,DDs,DD gain/loss,FJ!,FJ! gain/loss,BA,TBA
#6232,2011-10-25,1600,6000,0,6000,6,0,2,0/0,0,W,-6000,103,889
#6231,2011-10-24,2000,10200,20399,8800,13,3,2,1/1,2600,R,10199,237,810
#6230,2011-10-21,5400,17800,35400,16600,22,2,1,1/1,2000,R,17600,390,889
