Lyle Brenner,,college professor,"Gainesville, Florida"
GameID,AirDate,J! score,DJ! score,FJ! score,Coryat score,R,W,Rebs.,DDs,DD gain/loss,FJ!,FJ! gain/loss,BA,TBA
#4672,2004-12-21,9200,10300,9600,16800,26,3,1,0/2,-6500,W,-700,433,762
#4671,2004-12-20,9600,14900,8800,13200,23,3,2,2/2,3500,W,-6100,383,841
