Stephen King,,,The Night Flyer
GameID,AirDate,J! score,DJ! score,FJ! score,Coryat score,R,W,Rebs.,DDs,DD gain/loss,FJ!,FJ! gain/loss,BA,TBA
#3159,1998-04-30,2800,7600,12100,9000,22,3,2,0/2,-1400,R,4500,383,825
#2571,1995-11-06,2300,5700,11400,4200,13,2,1,2/2,3000,R,5700,233,714
