Mary Katz,,lawyer,"Macon, Georgia"
GameID,AirDate,J! score,DJ! score,FJ! score,Coryat score,R,W,Rebs.,DDs,DD gain/loss,FJ!,FJ! gain/loss,BA,TBA
#3369,1999-04-08,1300,3800,1800,4300,12,3,0,0/1,-500,W,-2000,203,857
#3368,1999-04-07,1600,4400,3800,4400,12,1,0,0/0,0,W,-600,207,619
#3367,1999-04-06,3200,7500,12300,7800,20,5,1,1/2,500,R,4800,350,794
