Phil Ackerman,,law student,"Fort Atkinson, Wisconsin"
GameID,AirDate,J! score,DJ! score,FJ! score,Coryat score,R,W,Rebs.,DDs,DD gain/loss,FJ!,FJ! gain/loss,BA,TBA
#3014,1997-10-09,-400,1200,1200,2700,8,5,2,0/2,-1500,W,0,133,635
#3013,1997-10-08,1600,3000,5400,5000,16,3,0,0/1,-2000,R,2400,288,730
