Lennie Edwards,,teacher,"Fort Dix, New Jersey"
GameID,AirDate,J! score,DJ! score,FJ! score,Coryat score,R,W,Rebs.,DDs,DD gain/loss,FJ!,FJ! gain/loss,BA,TBA
#787,1988-01-26,2000,9400,18800,8000,20,1,1,1/1,2000,R,9400,356,857
#786,1988-01-25,1700,9500,9000,7900,22,4,0,1/1,2000,W,-500,373,698
