Mark McEwen,,weatherman,CBS This Morning
GameID,AirDate,J! score,DJ! score,FJ! score,Coryat score,R,W,Rebs.,DDs,DD gain/loss,FJ!,FJ! gain/loss,BA,TBA
#3160,1998-05-01,1200,8800,11800,8800,23,4,0,1/1,600,R,3000,407,841
#2926,1997-04-28,4100,11700,21700,11400,26,0,2,1/1,500,R,10000,458,810
