Donald Burgo,,teacher,"St. Louis, Missouri"
GameID,AirDate,J! score,DJ! score,FJ! score,Coryat score,R,W,Rebs.,DDs,DD gain/loss,FJ!,FJ! gain/loss,BA,TBA
#506,1986-11-17,400,2800,0,2800,10,3,0,0/0,0,W,-2800,172,651
#503,1986-11-12,3500,8100,10100,8100,19,1,2,0/0,0,R,2000,345,794
#414,1986-04-10,3600,7000,4000,6800,21,2,3,1/1,500,W,-3000,356,746
