Steve Greene,,senior,"UCLA from Elk Grove, California"
GameID,AirDate,J! score,DJ! score,FJ! score,Coryat score,R,W,Rebs.,DDs,DD gain/loss,FJ!,FJ! gain/loss,BA,TBA
#6022,2010-11-16,4000,6400,12779,6400,13,3,0,0/0,0,R,6379,241,762
#6016,2010-11-08,5400,14200,20000,13000,15,2,2,1/1,2000,R,5800,271,921
