Maureen Madison,,Ph.D. candidate,"Washington, D.C"
GameID,AirDate,J! score,DJ! score,FJ! score,Coryat score,R,W,Rebs.,DDs,DD gain/loss,FJ!,FJ! gain/loss,BA,TBA
#3522,1999-12-21,2500,2600,0,3100,10,5,0,1/2,0,W,-2600,167,667
#3521,1999-12-20,3100,8100,7900,7900,20,2,2,2/2,1100,W,-200,333,794
#3520,1999-12-17,400,5400,5300,5400,15,4,0,1/2,400,W,-100,250,635
